fecha,n_votacion,"ACUÑA PERALTA, MARÍA GRIMANEZA","ACUÑA PERALTA, SEGUNDO HÉCTOR","AGUINAGA RECUENCO, ALEJANDRO","AGÜERO GUTIÉRREZ, MARÍA ANTONIETA","ALCARRAZ AGÜERO, YOREL KIRA","ALEGRÍA GARCÍA, ARTURO","ALVA PRIETO, MARÍA DEL CARMEN","ALVA ROJAS, CARLOS ENRIQUE","AMURUZ DULANTO, YESSICA ROSSELLI","ANDERSON RAMÍREZ, CARLOS ANTONIO","ARAGÓN CARREÑO, LUIS ÁNGEL","ARRIOLA TUEROS, JOSÉ ALBERTO","AZURÍN LOAYZA, ALFREDO","BALCÁZAR ZELADA, JOSÉ MARÍA","BARBARÁN REYES, ROSANGELLA ANDREA","BAZÁN CALDERÓN, DIEGO ALONSO","BAZÁN NARRO, SIGRID TESORO","BELLIDO UGARTE, GUIDO","BERMEJO ROJAS, GUILLERMO","BURGOS OLIVEROS, JUAN BARTOLOMÉ","BUSTAMANTE DONAYRE, CARLOS ERNESTO","CALLE LOBATÓN, DIGNA","CAMONES SORIANO, LADY MERCEDES","CASTILLO RIVAS, EDUARDO ENRIQUE","CAVERO ALVA, ALEJANDRO ENRIQUE","CERRÓN ROJAS, WALDEMAR JOSÉ","CHACÓN TRUJILLO, NILZA MERLY","CHIABRA LEÓN, ROBERTO ENRIQUE","CHIRINOS VENEGAS, PATRICIA ROSA","CHÁVEZ CHINO, BETSSY BETZABET","CICCIA VÁSQUEZ, MIGUEL ANGEL","COAYLA JUÁREZ, JORGE SAMUEL","CORDERO JON TAY, LUIS GUSTAVO","CORDERO JON TAY, MARIA DEL PILAR","CORTEZ AGUIRRE, ISABEL","CRUZ MAMANI, FLAVIO","CUETO ASERVI, JOSÉ ERNESTO","CUTIPA CCAMA, VÍCTOR RAÚL","CÓRDOVA LOBATÓN, MARÍA JESSICA","DOROTEO CARBAJO, RAÚL FELIPE","DÁVILA ATANACIO, PASIÓN NEOMIAS","DÍAZ MONAGO, FREDDY RONALD","ECHAÍZ DE NÚÑEZ IZAGA, GLADYS M.","ECHEVERRÍA RODRÍGUEZ, HAMLET","ELERA GARCÍA, WILMAR ALBERTO","ELÍAS ÁVALOS, JOSÉ LUIS","ESPINOZA VARGAS, JHAEC DARWIN","FLORES ANCACHI, JORGE LUIS","FLORES RAMÍREZ, ALEX RANDU","FLORES RUÍZ, VÍCTOR SEFERINO","GARCÍA CORREA, IDELSO MANUEL","GONZA CASTILLO, AMÉRICO","GONZÁLES DELGADO, DIANA CAROLINA","GUERRA GARCÍA CAMPOS, HERNANDO","GUTIÉRREZ TICONA, PAUL SILVIO","HERRERA MAMANI, FERNANDO MARIO","HERRERA MEDINA, NOELIA ROSSVITH","HUAMÁN CORONADO, RAÚL","INFANTES CASTAÑEDA, MERY ELIANA","JERI ORÉ, JOSÉ ENRIQUE","JIMÉNEZ HEREDIA, DAVID JULIO","JULON IRIGOIN, ELVA EDHIT","JUÁREZ CALLE, HEIDY LISBETH","JUÁREZ GALLEGOS, CARMEN PATRICIA","JÁUREGUI MARTÍNEZ DE AGUAYO, MARÍA","KAMICHE MORANTE, LUIS ROBERTO","LIMACHI QUISPE, NIEVES ESMERALDA","LIZARZABURU LIZARZABURU, JUAN C.","LUNA GÁLVEZ, JOSÉ LEÓN","LUQUE IBARRA, RUTH","LÓPEZ MORALES, JENY LUZ","LÓPEZ UREÑA, ILICH FREDY","MARTICORENA MENDOZA, JORGE","MARTÍNEZ TALAVERA, PEDRO EDWIN","MEDINA HERMOSILLA, ELIZABETH SARA","MEDINA MINAYA, ESDRAS RICARDO","MONTALVO CUBAS, SEGUNDO TORIBIO","MONTEZA FACHO, SILVIA MARÍA","MONTOYA MANRIQUE, JORGE","MORANTE FIGARI, JORGE ALBERTO","MORI CELIS, JUAN CARLOS","MOYANO DELGADO, MARTHA LUPE","MUÑANTE BARRIOS, ALEJANDRO","MÁLAGA TRILLO, GEORGE EDWARD","OBANDO MORGAN, AURISTELA ANA","OLIVOS MARTÍNEZ, VIVIAN","PABLO MEDINA, FLOR AIDEE","PADILLA ROMERO, JAVIER ROMMEL","PALACIOS HUAMÁN, MARGOT","PAREDES CASTRO, FRANCIS JHASMINA","PAREDES FONSECA, KAROL IVETT","PAREDES GONZALES, ALEX ANTONIO","PAREDES PIQUÉ, SUSEL ANA MARÍA","PARIONA SINCHE, ALFREDO","PICÓN QUEDO, LUIS RAÚL","PORTALATINO ÁVALOS, KELLY ROXANA","PORTERO LÓPEZ, HILDA MARLENY","QUIROZ BARBOZA, SEGUNDO TEODOMIRO","QUISPE MAMANI, WILSON RUSBEL","QUITO SARMIENTO, BERNARDO JAIME","RAMÍREZ GARCÍA, TANIA ESTEFANY","REVILLA VILLANUEVA, CÉSAR MANUEL","REYES CAM, ABEL AUGUSTO","REYMUNDO MERCADO, EDGARD CORNELIO","RIVAS CHACARA, JANET MILAGROS","ROBLES ARAUJO, SILVANA EMPERATRIZ","RUÍZ RODRÍGUEZ, MAGALY ROSMERY","SAAVEDRA CASTERNOQUE, HITLER","SALHUANA CAVIDES, EDUARDO","SOTO PALACIOS, WILSON","SOTO REYES, ALEJANDRO","SÁNCHEZ PALOMINO, ROBERTO HELBERT","TACURI VALDIVIA, GERMÁN ADOLFO","TAIPE CORONADO, MARÍA ELIZABETH","TELLO MONTES, NIVARDO EDGAR","TORRES SALINAS, ROSIO","TRIGOZO REÁTEGUI, CHERYL","TUDELA GUTIÉRREZ, ADRIANA JOSEFINA","UGARTE MAMANI, JHAKELINE KATY","VALER PINTO, HÉCTOR","VARAS MELÉNDEZ, ELÍAS MARCIAL",VENTURA ANGEL HÉCTOR JOSÉ,"VERGARA MENDOZA, ELVIS HERNÁN","VÁSQUEZ VELA, LUCINDA","WILLIAMS ZAPATA, JOSÉ DANIEL","WONG PUJADA, ENRIQUE","YARROW LUMBRERAS, NORMA MARTINA","ZEA CHOQUECHAMBI, OSCAR","ZEBALLOS APONTE, JORGE","ZEBALLOS MADARIAGA, CARLOS","ZETA CHUNGA, CRUZ MARÍA"
2022-02-02,23.0,SI +++,ABST.,ABST.,LE,SI +++,ABST.,AUS,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,AUS,ABST.,SI +++,SI +++,AUS,ABST.,AUS,LO,SI +++,SI +++,ABST.,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,AUS,AUS,SI +++,SI +++,SI +++,ABST.,AUS,SI +++,SI +++,ABST.,SI +++,,SI +++,ABST.,ABST.,SI +++,AUS,SI +++,SI +++,AUS,SI +++,LE,SI +++,ABST.,AUS,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,ABST.,SI +++,ABST.,ABST.,SI +++,ABST.,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,LO,LO,LO,SI +++,ABST.,AUS,SI +++,SI +++,***,SI +++,SI +++,SI +++,SI +++,ABST.
2022-02-02,24.0,SI +++,SI +++,SI +++,LE,SI +++,SI +++,***,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,AUS,SI +++,AUS,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,LE,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,LO,LO,SI +++,LE,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++
2022-02-02,25.0,SI +++,SI +++,SI +++,LE,SI +++,SI +++,***,AUS,SI +++,SI +++,SI +++,AUS,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,AUS,SI +++,AUS,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LE,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,LO,LO,LO,SI +++,LE,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SINRES,SI +++,SI +++
2022-02-02,26.0,SI +++,SI +++,SI +++,LE,SI +++,SI +++,***,AUS,SI +++,SI +++,SI +++,AUS,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,AUS,SI +++,AUS,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LE,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,LO,LO,LO,SI +++,LE,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++
2022-02-28,1.0,NO ---,AUS,NO ---,SI +++,NO ---,NO ---,SINRES,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,AUS,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,LO,NO ---,SI +++,AUS,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,AUS,NO ---,SI +++,NO ---,AUS,NO ---,ABST.,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,,NO ---,NO ---,NO ---,NO ---,AUS,NO ---,AUS,NO ---,NO ---,LE,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,ABST.,NO ---,AUS,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,NO ---,ABST.,AUS,SI +++,SI +++,NO ---,AUS,ABST.,SI +++,ABST.,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,NO ---,LO,SI +++,SI +++,SI +++,AUS,NO ---,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,NO ---,NO ---,SI +++,NO ---,***,NO ---,LO,NO ---,SI +++,NO ---
2022-02-28,2.0,NO ---,AUS,NO ---,SI +++,NO ---,NO ---,SINRES,SI +++,NO ---,NO ---,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,AUS,NO ---,NO ---,NO ---,***,NO ---,NO ---,AUS,NO ---,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,AUS,NO ---,SI +++,NO ---,AUS,LE,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,,NO ---,NO ---,NO ---,NO ---,AUS,NO ---,NO ---,NO ---,NO ---,LE,SI +++,AUS,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,ABST.,NO ---,AUS,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,NO ---,ABST.,AUS,SI +++,SI +++,NO ---,AUS,ABST.,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,NO ---,LO,SI +++,SI +++,SI +++,AUS,NO ---,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,NO ---,NO ---,AUS,NO ---,NO ---,NO ---,LO,NO ---,SI +++,NO ---
2022-02-28,3.0,NO ---,AUS,NO ---,SI +++,ABST.,NO ---,***,ABST.,NO ---,NO ---,NO ---,ABST.,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,AUS,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,AUS,NO ---,NO ---,AUS,SI +++,NO ---,SI +++,NO ---,NO ---,SI +++,SI +++,NO ---,SI +++,NO ---,ABST.,SI +++,AUS,NO ---,SI +++,NO ---,AUS,ABST.,ABST.,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,,NO ---,NO ---,NO ---,NO ---,AUS,NO ---,NO ---,NO ---,NO ---,LE,SI +++,NO ---,NO ---,SI +++,NO ---,NO ---,SI +++,NO ---,SI +++,NO ---,AUS,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,NO ---,ABST.,AUS,SI +++,SI +++,NO ---,AUS,ABST.,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,NO ---,NO ---,LO,SI +++,SI +++,SI +++,AUS,NO ---,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,NO ---,ABST.,SI +++,NO ---,NO ---,NO ---,LO,NO ---,SI +++,AUS
2022-02-28,4.0,NO ---,AUS,NO ---,SI +++,NO ---,NO ---,***,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,SI +++,NO ---,NO ---,NO ---,SI +++,AUS,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,SI +++,NO ---,NO ---,NO ---,LO,NO ---,SI +++,NO ---,NO ---,ABST.,SI +++,NO ---,SI +++,NO ---,ABST.,SI +++,AUS,NO ---,SI +++,NO ---,AUS,ABST.,ABST.,SI +++,NO ---,AUS,SI +++,NO ---,NO ---,SI +++,,NO ---,NO ---,NO ---,NO ---,AUS,NO ---,NO ---,NO ---,NO ---,LE,SI +++,NO ---,NO ---,NO ---,NO ---,ABST.,SI +++,NO ---,SI +++,NO ---,AUS,ABST.,NO ---,NO ---,ABST.,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,AUS,SI +++,SI +++,NO ---,AUS,NO ---,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,NO ---,NO ---,LO,NO ---,SI +++,SI +++,AUS,NO ---,NO ---,ABST.,NO ---,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,NO ---,SI +++,SI +++,SI +++,NO ---,ABST.,SI +++,NO ---,SI +++,NO ---,LO,NO ---,SI +++,NO ---
2022-02-28,5.0,SI +++,AUS,NO ---,SI +++,NO ---,NO ---,***,SI +++,NO ---,ABST.,SI +++,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,AUS,SI +++,NO ---,SI +++,ABST.,NO ---,SI +++,SI +++,NO ---,AUS,NO ---,LO,SI +++,SI +++,NO ---,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,NO ---,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,SI +++,,ABST.,NO ---,NO ---,SI +++,AUS,SI +++,NO ---,NO ---,SI +++,LE,SI +++,AUS,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,NO ---,SI +++,NO ---,ABST.,NO ---,NO ---,NO ---,NO ---,AUS,SI +++,SI +++,SI +++,AUS,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,LO,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,AUS,SI +++,SI +++,NO ---,LO,SI +++,SI +++,NO ---
2022-02-28,6.0,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,***,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,AUS,SI +++,SI +++,AUS,LE,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,LE,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,AUS,AUS,NO ---,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++
2022-03-01,1.0,SI +++,AUS,ABST.,SI +++,SINRES,ABST.,***,ABST.,NO ---,NO ---,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,NO ---,SI +++,AUS,NO ---,ABST.,NO ---,SI +++,ABST.,ABST.,SI +++,ABST.,SI +++,NO ---,LO,SI +++,NO ---,ABST.,ABST.,NO ---,SI +++,SI +++,NO ---,ABST.,NO ---,SI +++,AUS,AUS,NO ---,NO ---,AUS,LE,NO ---,NO ---,ABST.,SI +++,SI +++,ABST.,ABST.,SI +++,,SI +++,ABST.,ABST.,NO ---,AUS,SI +++,SI +++,ABST.,SI +++,LE,NO ---,AUS,NO ---,NO ---,ABST.,NO ---,AUS,NO ---,SI +++,SI +++,AUS,NO ---,SI +++,ABST.,NO ---,ABST.,SI +++,NO ---,ABST.,ABST.,NO ---,AUS,SI +++,AUS,NO ---,AUS,AUS,SI +++,SI +++,AUS,NO ---,NO ---,SI +++,SI +++,ABST.,ABST.,LO,NO ---,NO ---,SI +++,AUS,NO ---,SI +++,NO ---,SI +++,NO ---,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,NO ---,NO ---,NO ---,ABST.,NO ---,AUS,ABST.,NO ---,ABST.,LO,SI +++,NO ---,ABST.
2022-03-01,2.0,SI +++,AUS,SI +++,NO ---,SI +++,SI +++,***,ABST.,SI +++,SI +++,ABST.,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,NO ---,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,NO ---,SI +++,SI +++,SI +++,LO,SI +++,NO ---,SI +++,SI +++,ABST.,ABST.,ABST.,ABST.,SI +++,ABST.,NO ---,AUS,AUS,NO ---,SI +++,AUS,LE,ABST.,NO ---,SI +++,AUS,ABST.,SI +++,SI +++,ABST.,,ABST.,SI +++,SI +++,AUS,AUS,SI +++,AUS,SI +++,ABST.,LE,ABST.,AUS,AUS,SI +++,SI +++,ABST.,ABST.,SI +++,NO ---,ABST.,AUS,ABST.,SI +++,SI +++,ABST.,SI +++,ABST.,SI +++,SI +++,SI +++,SI +++,AUS,NO ---,AUS,ABST.,AUS,AUS,NO ---,AUS,AUS,ABST.,NO ---,NO ---,NO ---,SI +++,SI +++,LO,NO ---,NO ---,NO ---,AUS,SI +++,SI +++,SI +++,SI +++,ABST.,NO ---,NO ---,NO ---,ABST.,SI +++,SI +++,NO ---,NO ---,NO ---,SI +++,ABST.,AUS,SI +++,SI +++,SI +++,LO,ABST.,ABST.,SI +++
2022-03-08,1.0,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,***,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,AUS,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,AUS,LE,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,LO,LE,SI +++,SI +++
2022-03-08,2.0,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,***,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,AUS,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,AUS,LE,SI +++,SI +++,SI +++,SINRES,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,LO,LE,SI +++,SI +++
2022-03-08,3.0,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SINRES,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,LE,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,ABST.,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,***,SI +++,LO,LE,SI +++,SI +++
2022-03-08,4.0,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,LE,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,ABST.,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,***,SI +++,LO,LE,SI +++,SI +++
2022-03-08,5.0,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,***,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,LO,SI +++,LE,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,LO,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,SI +++,AUS,SI +++,SI +++,SI +++,LO,LE,SI +++,SI +++
